id	device	data	time_sent	time_saved
6183	esp32/light	"{""analog_read"": 1273, ""test_name"": ""DummyConst5""}"	2025-03-05 16:16:09	2025-03-05 16:16:09
6184	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 22.55269432, ""pressure"": 99763.41406, ""humidity"": 18.42142105, ""iaq"": 129.7212677}"	2025-03-05 16:17:31	2025-03-05 16:17:31
6185	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.95593834, ""pressure"": 99767.49219, ""humidity"": 23.82950401, ""iaq"": 68.63269806}"	2025-03-05 16:17:34	2025-03-05 16:17:34
6186	esp32/light	"{""analog_read"": 1261, ""test_name"": ""DummyConst5""}"	2025-03-05 16:21:09	2025-03-05 16:21:09
6187	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 22.19226074, ""pressure"": 99756.97656, ""humidity"": 18.81249619, ""iaq"": 122.536232}"	2025-03-05 16:22:32	2025-03-05 16:22:32
6188	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.91313744, ""pressure"": 99760.78906, ""humidity"": 24.14985657, ""iaq"": 62.52111053}"	2025-03-05 16:22:35	2025-03-05 16:22:35
6189	esp32/light	"{""analog_read"": 1238, ""test_name"": ""DummyConst5""}"	2025-03-05 16:26:09	2025-03-05 16:26:09
6190	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 22.05507278, ""pressure"": 99755.70313, ""humidity"": 19.13977623, ""iaq"": 114.3144531}"	2025-03-05 16:27:32	2025-03-05 16:27:32
6191	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.64739227, ""pressure"": 99759.92188, ""humidity"": 25.20523071, ""iaq"": 61.98910522}"	2025-03-05 16:27:35	2025-03-05 16:27:35
6192	esp32/light	"{""analog_read"": 1211, ""test_name"": ""DummyConst5""}"	2025-03-05 16:31:09	2025-03-05 16:31:09
6193	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 21.92305946, ""pressure"": 99754.57813, ""humidity"": 19.44469261, ""iaq"": 119.4247665}"	2025-03-05 16:32:33	2025-03-05 16:32:33
6194	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.21879768, ""pressure"": 99757.49219, ""humidity"": 26.35475731, ""iaq"": 63.92758179}"	2025-03-05 16:32:36	2025-03-05 16:32:36
6195	esp32/light	"{""analog_read"": 1272, ""test_name"": ""DummyConst5""}"	2025-03-05 16:36:09	2025-03-05 16:36:09
6196	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 21.63110733, ""pressure"": 99747.35938, ""humidity"": 19.80062485, ""iaq"": 108.2451172}"	2025-03-05 16:37:33	2025-03-05 16:37:33
6197	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.03598404, ""pressure"": 99751.67969, ""humidity"": 26.78429413, ""iaq"": 63.82688141}"	2025-03-05 16:37:36	2025-03-05 16:37:36
6198	esp32/light	"{""analog_read"": 1212, ""test_name"": ""DummyConst5""}"	2025-03-05 16:41:09	2025-03-05 16:41:09
6199	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 21.32655907, ""pressure"": 99743.07813, ""humidity"": 20.25772858, ""iaq"": 111.9789581}"	2025-03-05 16:42:33	2025-03-05 16:42:33
6200	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.91063309, ""pressure"": 99746.55469, ""humidity"": 26.20454216, ""iaq"": 70.43453979}"	2025-03-05 16:42:36	2025-03-05 16:42:37
6201	esp32/light	"{""analog_read"": 1151, ""test_name"": ""DummyConst5""}"	2025-03-05 16:46:09	2025-03-05 16:46:09
6202	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 21.47904015, ""pressure"": 99742.85156, ""humidity"": 20.81278038, ""iaq"": 130.635376}"	2025-03-05 16:47:34	2025-03-05 16:47:34
6203	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.84058189, ""pressure"": 99744.80469, ""humidity"": 25.8983078, ""iaq"": 71.28353119}"	2025-03-05 16:47:37	2025-03-05 16:47:37
6204	esp32/light	"{""analog_read"": 1083, ""test_name"": ""DummyConst5""}"	2025-03-05 16:51:09	2025-03-05 16:51:10
6205	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 21.29092216, ""pressure"": 99743.82031, ""humidity"": 20.65382767, ""iaq"": 120.9276733}"	2025-03-05 16:52:34	2025-03-05 16:52:34
6206	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.80288887, ""pressure"": 99748.36719, ""humidity"": 26.28511238, ""iaq"": 68.28184509}"	2025-03-05 16:52:37	2025-03-05 16:52:37
6207	esp32/light	"{""analog_read"": 992, ""test_name"": ""DummyConst5""}"	2025-03-05 16:56:09	2025-03-05 16:56:10
6208	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 21.15637207, ""pressure"": 99747.46875, ""humidity"": 20.81109619, ""iaq"": 116.4656982}"	2025-03-05 16:57:35	2025-03-05 16:57:35
6209	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.82040596, ""pressure"": 99751.32813, ""humidity"": 27.25344276, ""iaq"": 64.02706146}"	2025-03-05 16:57:38	2025-03-05 16:57:38
6210	esp32/light	"{""analog_read"": 954, ""test_name"": ""DummyConst5""}"	2025-03-05 17:01:09	2025-03-05 17:01:10
6211	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 21.05501366, ""pressure"": 99745.75, ""humidity"": 21.41309738, ""iaq"": 121.9473801}"	2025-03-05 17:02:35	2025-03-05 17:02:35
6212	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.91580582, ""pressure"": 99750.82031, ""humidity"": 26.94026184, ""iaq"": 83.94478607}"	2025-03-05 17:02:38	2025-03-05 17:02:38
6213	esp32/light	"{""analog_read"": 732, ""test_name"": ""DummyConst5""}"	2025-03-05 17:06:09	2025-03-05 17:06:10
6214	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.89250565, ""pressure"": 99744.94531, ""humidity"": 22.04857826, ""iaq"": 124.2123566}"	2025-03-05 17:07:35	2025-03-05 17:07:35
6215	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.99074364, ""pressure"": 99747.3125, ""humidity"": 27.85783195, ""iaq"": 73.48683929}"	2025-03-05 17:07:39	2025-03-05 17:07:39
6216	esp32/light	"{""analog_read"": 687, ""test_name"": ""DummyConst5""}"	2025-03-05 17:11:09	2025-03-05 17:11:10
6217	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.60554123, ""pressure"": 99741.82813, ""humidity"": 22.64110565, ""iaq"": 121.3442001}"	2025-03-05 17:12:36	2025-03-05 17:12:36
6218	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.0158062, ""pressure"": 99746.16406, ""humidity"": 27.95240211, ""iaq"": 68.68547058}"	2025-03-05 17:12:39	2025-03-05 17:12:39
6219	esp32/light	"{""analog_read"": 670, ""test_name"": ""DummyConst5""}"	2025-03-05 17:16:10	2025-03-05 17:16:10
6220	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.21198273, ""pressure"": 99751.47656, ""humidity"": 23.04848099, ""iaq"": 113.8696518}"	2025-03-05 17:17:36	2025-03-05 17:17:36
6221	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.97814941, ""pressure"": 99749.71875, ""humidity"": 27.97378349, ""iaq"": 64.63872528}"	2025-03-05 17:17:39	2025-03-05 17:17:39
6222	esp32/light	"{""analog_read"": 637, ""test_name"": ""DummyConst5""}"	2025-03-05 17:21:10	2025-03-05 17:21:10
6223	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.08263779, ""pressure"": 99757.08594, ""humidity"": 23.34255219, ""iaq"": 118.9723358}"	2025-03-05 17:22:37	2025-03-05 17:22:37
6224	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.99321747, ""pressure"": 99761.03906, ""humidity"": 28.00367737, ""iaq"": 62.79196167}"	2025-03-05 17:22:40	2025-03-05 17:22:40
6225	esp32/light	"{""analog_read"": 461, ""test_name"": ""DummyConst5""}"	2025-03-05 17:26:10	2025-03-05 17:26:10
6226	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.95554543, ""pressure"": 99760.90625, ""humidity"": 23.58196259, ""iaq"": 117.730423}"	2025-03-05 17:27:37	2025-03-05 17:27:37
6227	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.9983902, ""pressure"": 99764.57031, ""humidity"": 27.94623947, ""iaq"": 58.89591599}"	2025-03-05 17:27:40	2025-03-05 17:27:40
6228	esp32/light	"{""analog_read"": 393, ""test_name"": ""DummyConst5""}"	2025-03-05 17:31:10	2025-03-05 17:31:10
6229	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.71202469, ""pressure"": 99765.5, ""humidity"": 23.6973896, ""iaq"": 111.1130295}"	2025-03-05 17:32:37	2025-03-05 17:32:37
6230	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.98081398, ""pressure"": 99765.27344, ""humidity"": 27.70295525, ""iaq"": 57.46144485}"	2025-03-05 17:32:41	2025-03-05 17:32:41
6231	esp32/light	"{""analog_read"": 346, ""test_name"": ""DummyConst5""}"	2025-03-05 17:36:10	2025-03-05 17:36:10
6232	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.52400589, ""pressure"": 99769.1875, ""humidity"": 23.99828529, ""iaq"": 112.1808929}"	2025-03-05 17:37:38	2025-03-05 17:37:38
6233	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.96564865, ""pressure"": 99768.92969, ""humidity"": 27.68403816, ""iaq"": 59.45386887}"	2025-03-05 17:37:41	2025-03-05 17:37:41
6234	esp32/light	"{""analog_read"": 254, ""test_name"": ""DummyConst5""}"	2025-03-05 17:41:10	2025-03-05 17:41:10
6235	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.41738319, ""pressure"": 99771.44531, ""humidity"": 24.34675026, ""iaq"": 117.3678741}"	2025-03-05 17:42:38	2025-03-05 17:42:38
6236	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.9731636, ""pressure"": 99773.01563, ""humidity"": 27.58755112, ""iaq"": 66.3562088}"	2025-03-05 17:42:41	2025-03-05 17:42:41
6237	esp32/light	"{""analog_read"": 494, ""test_name"": ""DummyConst5""}"	2025-03-05 17:46:10	2025-03-05 17:46:10
6238	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.27036285, ""pressure"": 99777.76563, ""humidity"": 24.62415886, ""iaq"": 119.6737518}"	2025-03-05 17:47:39	2025-03-05 17:47:39
6239	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.97060776, ""pressure"": 99781.51563, ""humidity"": 25.8954258, ""iaq"": 135.9716492}"	2025-03-05 17:47:42	2025-03-05 17:47:42
6240	esp32/light	"{""analog_read"": 536, ""test_name"": ""DummyConst5""}"	2025-03-05 17:51:10	2025-03-05 17:51:10
6241	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.173769, ""pressure"": 99785.57813, ""humidity"": 24.73961449, ""iaq"": 118.1328659}"	2025-03-05 17:52:39	2025-03-05 17:52:39
6242	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.74002075, ""pressure"": 99784.6875, ""humidity"": 25.53618813, ""iaq"": 91.12605286}"	2025-03-05 17:52:42	2025-03-05 17:52:42
6243	esp32/light	"{""analog_read"": 287, ""test_name"": ""DummyConst5""}"	2025-03-05 17:56:10	2025-03-05 17:56:10
6244	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.1280098, ""pressure"": 99792.17188, ""humidity"": 24.89810371, ""iaq"": 122.4632797}"	2025-03-05 17:57:39	2025-03-05 17:57:40
6245	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.7602005, ""pressure"": 99792.76563, ""humidity"": 24.97590828, ""iaq"": 68.78158569}"	2025-03-05 17:57:43	2025-03-05 17:57:43
6246	esp32/light	"{""analog_read"": 423, ""test_name"": ""DummyConst5""}"	2025-03-05 18:01:10	2025-03-05 18:01:10
6247	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.98841667, ""pressure"": 99795.53906, ""humidity"": 25.09800529, ""iaq"": 123.148407}"	2025-03-05 18:02:40	2025-03-05 18:02:40
6248	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.31401634, ""pressure"": 99797.21094, ""humidity"": 25.61447334, ""iaq"": 57.09908676}"	2025-03-05 18:02:43	2025-03-05 18:02:43
6249	esp32/light	"{""analog_read"": 432, ""test_name"": ""DummyConst5""}"	2025-03-05 18:06:10	2025-03-05 18:06:11
6250	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.87173653, ""pressure"": 99798.09375, ""humidity"": 25.45940781, ""iaq"": 134.625885}"	2025-03-05 18:07:40	2025-03-05 18:07:40
6251	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.59977341, ""pressure"": 99793.16406, ""humidity"": 27.11680794, ""iaq"": 49.31864548}"	2025-03-05 18:07:43	2025-03-05 18:07:43
6252	esp32/light	"{""analog_read"": 104, ""test_name"": ""DummyConst5""}"	2025-03-05 18:11:10	2025-03-05 18:11:11
6253	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.72195625, ""pressure"": 99803.625, ""humidity"": 25.83040619, ""iaq"": 155.4608459}"	2025-03-05 18:12:41	2025-03-05 18:12:41
6254	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.8806839, ""pressure"": 99786.52344, ""humidity"": 25.46176338, ""iaq"": 62.33212662}"	2025-03-05 18:12:44	2025-03-05 18:12:44
6255	esp32/light	"{""analog_read"": 25, ""test_name"": ""DummyConst5""}"	2025-03-05 18:16:11	2025-03-05 18:16:11
6256	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.42499924, ""pressure"": 99804.26563, ""humidity"": 26.37809181, ""iaq"": 156.2241821}"	2025-03-05 18:17:41	2025-03-05 18:17:41
6257	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.83277512, ""pressure"": 99786.32031, ""humidity"": 26.03497505, ""iaq"": 56.61884689}"	2025-03-05 18:17:44	2025-03-05 18:17:44
6258	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 18:21:11	2025-03-05 18:21:11
6259	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.20918655, ""pressure"": 99806.39063, ""humidity"": 26.86286545, ""iaq"": 150.9321442}"	2025-03-05 18:22:42	2025-03-05 18:22:42
6260	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.79790878, ""pressure"": 99790.28125, ""humidity"": 26.43979263, ""iaq"": 53.43630219}"	2025-03-05 18:22:45	2025-03-05 18:22:45
6261	esp32/light	"{""analog_read"": 25, ""test_name"": ""DummyConst5""}"	2025-03-05 18:26:11	2025-03-05 18:26:11
6262	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.07454681, ""pressure"": 99814.5625, ""humidity"": 27.23293877, ""iaq"": 159.9380646}"	2025-03-05 18:27:42	2025-03-05 18:27:42
6263	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.76012039, ""pressure"": 99793.84375, ""humidity"": 26.783535, ""iaq"": 52.42906189}"	2025-03-05 18:27:45	2025-03-05 18:27:45
6264	esp32/light	"{""analog_read"": 25, ""test_name"": ""DummyConst5""}"	2025-03-05 18:31:11	2025-03-05 18:31:11
6265	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.79031754, ""pressure"": 99808.79688, ""humidity"": 27.67557144, ""iaq"": 162.4809418}"	2025-03-05 18:32:42	2025-03-05 18:32:43
6266	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.72500038, ""pressure"": 99789.03125, ""humidity"": 27.068573, ""iaq"": 53.37233353}"	2025-03-05 18:32:45	2025-03-05 18:32:45
6267	esp32/light	"{""analog_read"": 28, ""test_name"": ""DummyConst5""}"	2025-03-05 18:36:11	2025-03-05 18:36:11
6268	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.69115257, ""pressure"": 99809.70313, ""humidity"": 27.78640175, ""iaq"": 165.3359985}"	2025-03-05 18:37:43	2025-03-05 18:37:43
6269	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.67744446, ""pressure"": 99790.65625, ""humidity"": 27.44091797, ""iaq"": 53.05965805}"	2025-03-05 18:37:46	2025-03-05 18:37:46
6270	esp32/light	"{""analog_read"": 27, ""test_name"": ""DummyConst5""}"	2025-03-05 18:41:11	2025-03-05 18:41:11
6271	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.68610573, ""pressure"": 99810.54688, ""humidity"": 27.87124252, ""iaq"": 163.753418}"	2025-03-05 18:42:43	2025-03-05 18:42:43
6272	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.69254303, ""pressure"": 99790.66406, ""humidity"": 27.84164047, ""iaq"": 56.67328262}"	2025-03-05 18:42:46	2025-03-05 18:42:46
6273	esp32/light	"{""analog_read"": 122, ""test_name"": ""DummyConst5""}"	2025-03-05 18:46:11	2025-03-05 18:46:11
6274	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.51617813, ""pressure"": 99814.78906, ""humidity"": 28.22467041, ""iaq"": 156.5743103}"	2025-03-05 18:47:44	2025-03-05 18:47:44
6275	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.70273018, ""pressure"": 99795.71094, ""humidity"": 29.1952343, ""iaq"": 70.07144928}"	2025-03-05 18:47:47	2025-03-05 18:47:47
6276	esp32/light	"{""analog_read"": 89, ""test_name"": ""DummyConst5""}"	2025-03-05 18:51:11	2025-03-05 18:51:11
6277	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.34104729, ""pressure"": 99813.47656, ""humidity"": 28.15756798, ""iaq"": 144.6560516}"	2025-03-05 18:52:44	2025-03-05 18:52:44
6278	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.74261284, ""pressure"": 99797.27344, ""humidity"": 30.96672821, ""iaq"": 92.57641602}"	2025-03-05 18:52:47	2025-03-05 18:52:47
6279	esp32/light	"{""analog_read"": 63, ""test_name"": ""DummyConst5""}"	2025-03-05 18:56:11	2025-03-05 18:56:11
6280	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.22681236, ""pressure"": 99818.05469, ""humidity"": 28.31169701, ""iaq"": 133.1532898}"	2025-03-05 18:57:44	2025-03-05 18:57:45
6281	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.83277512, ""pressure"": 99802.19531, ""humidity"": 33.16303635, ""iaq"": 126.1901855}"	2025-03-05 18:57:47	2025-03-05 18:57:48
6282	esp32/light	"{""analog_read"": 111, ""test_name"": ""DummyConst5""}"	2025-03-05 19:01:11	2025-03-05 19:01:11
6283	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.15040207, ""pressure"": 99820.03906, ""humidity"": 28.37802696, ""iaq"": 125.099556}"	2025-03-05 19:02:45	2025-03-05 19:02:45
6284	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.02088547, ""pressure"": 99804.61719, ""humidity"": 34.68187332, ""iaq"": 149.10672}"	2025-03-05 19:02:48	2025-03-05 19:02:48
6285	esp32/light	"{""analog_read"": 104, ""test_name"": ""DummyConst5""}"	2025-03-05 19:06:11	2025-03-05 19:06:12
6286	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.96772003, ""pressure"": 99817.26563, ""humidity"": 28.73769379, ""iaq"": 123.8198242}"	2025-03-05 19:07:45	2025-03-05 19:07:45
6287	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.05838776, ""pressure"": 99803.24219, ""humidity"": 36.02035904, ""iaq"": 172.5326538}"	2025-03-05 19:07:48	2025-03-05 19:07:48
6288	esp32/light	"{""analog_read"": 118, ""test_name"": ""DummyConst5""}"	2025-03-05 19:11:11	2025-03-05 19:11:12
6289	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.61758614, ""pressure"": 99813.5, ""humidity"": 29.26248932, ""iaq"": 113.7514496}"	2025-03-05 19:12:46	2025-03-05 19:12:46
6290	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.15613556, ""pressure"": 99796.375, ""humidity"": 36.73965454, ""iaq"": 194.5342712}"	2025-03-05 19:12:49	2025-03-05 19:12:49
6291	esp32/light	"{""analog_read"": 73, ""test_name"": ""DummyConst5""}"	2025-03-05 19:16:11	2025-03-05 19:16:12
6292	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.64278221, ""pressure"": 99817.71875, ""humidity"": 29.33703613, ""iaq"": 117.3598251}"	2025-03-05 19:17:46	2025-03-05 19:17:46
6293	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.08348083, ""pressure"": 99803, ""humidity"": 37.50443268, ""iaq"": 199.8583221}"	2025-03-05 19:17:49	2025-03-05 19:17:49
6294	esp32/light	"{""analog_read"": 90, ""test_name"": ""DummyConst5""}"	2025-03-05 19:21:11	2025-03-05 19:21:12
6295	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.56424522, ""pressure"": 99821.28906, ""humidity"": 29.45710373, ""iaq"": 118.5602722}"	2025-03-05 19:22:46	2025-03-05 19:22:47
6296	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.96339226, ""pressure"": 99801.54688, ""humidity"": 37.11330795, ""iaq"": 196.5530701}"	2025-03-05 19:22:50	2025-03-05 19:22:50
6297	esp32/light	"{""analog_read"": 141, ""test_name"": ""DummyConst5""}"	2025-03-05 19:26:11	2025-03-05 19:26:12
6298	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.55129814, ""pressure"": 99815.46875, ""humidity"": 29.57169342, ""iaq"": 124.6177139}"	2025-03-05 19:27:47	2025-03-05 19:27:47
6299	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.94585228, ""pressure"": 99797.52344, ""humidity"": 37.12403488, ""iaq"": 199.8206787}"	2025-03-05 19:27:50	2025-03-05 19:27:50
6300	esp32/light	"{""analog_read"": 152, ""test_name"": ""DummyConst5""}"	2025-03-05 19:31:12	2025-03-05 19:31:12
6301	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.26190186, ""pressure"": 99814.57813, ""humidity"": 30.30595207, ""iaq"": 123.8015289}"	2025-03-05 19:32:47	2025-03-05 19:32:47
6302	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.93058777, ""pressure"": 99796.97656, ""humidity"": 37.33169937, ""iaq"": 199.0154724}"	2025-03-05 19:32:50	2025-03-05 19:32:50
6303	esp32/light	"{""analog_read"": 509, ""test_name"": ""DummyConst5""}"	2025-03-05 19:36:12	2025-03-05 19:36:12
6304	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.07417488, ""pressure"": 99818.10938, ""humidity"": 30.69267273, ""iaq"": 123.2125015}"	2025-03-05 19:37:48	2025-03-05 19:37:48
6305	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.99350357, ""pressure"": 99797.17969, ""humidity"": 38.3060112, ""iaq"": 200.1815033}"	2025-03-05 19:37:51	2025-03-05 19:37:51
6306	esp32/light	"{""analog_read"": 207, ""test_name"": ""DummyConst5""}"	2025-03-05 19:41:12	2025-03-05 19:41:12
6307	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.04891586, ""pressure"": 99814.55469, ""humidity"": 30.98079491, ""iaq"": 137.8656616}"	2025-03-05 19:42:48	2025-03-05 19:42:48
6308	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.06590462, ""pressure"": 99798.95313, ""humidity"": 38.75092316, ""iaq"": 211.7008972}"	2025-03-05 19:42:51	2025-03-05 19:42:51
6309	esp32/light	"{""analog_read"": 350, ""test_name"": ""DummyConst5""}"	2025-03-05 19:46:12	2025-03-05 19:46:12
6310	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.09965515, ""pressure"": 99816.44531, ""humidity"": 31.28277397, ""iaq"": 154.8155365}"	2025-03-05 19:47:48	2025-03-05 19:47:49
6311	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.09867477, ""pressure"": 99799.6875, ""humidity"": 39.1258812, ""iaq"": 200}"	2025-03-05 19:47:51	2025-03-05 19:47:52
6312	esp32/light	"{""analog_read"": 190, ""test_name"": ""DummyConst5""}"	2025-03-05 19:51:12	2025-03-05 19:51:12
6313	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 15.90142822, ""pressure"": 99818.9375, ""humidity"": 31.81425667, ""iaq"": 172.5272675}"	2025-03-05 19:52:49	2025-03-05 19:52:49
6314	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.09870529, ""pressure"": 99805.35156, ""humidity"": 39.52395248, ""iaq"": 199.9952393}"	2025-03-05 19:52:52	2025-03-05 19:52:52
6315	esp32/light	"{""analog_read"": 283, ""test_name"": ""DummyConst5""}"	2025-03-05 19:56:12	2025-03-05 19:56:12
6316	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 15.6526823, ""pressure"": 99822.71094, ""humidity"": 32.40258026, ""iaq"": 181.7183685}"	2025-03-05 19:57:49	2025-03-05 19:57:49
6317	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.09848404, ""pressure"": 99808.08594, ""humidity"": 39.69391632, ""iaq"": 196.0037994}"	2025-03-05 19:57:52	2025-03-05 19:57:52
6318	esp32/light	"{""analog_read"": 476, ""test_name"": ""DummyConst5""}"	2025-03-05 20:01:12	2025-03-05 20:01:12
6319	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 15.35827446, ""pressure"": 99831.25781, ""humidity"": 32.9709053, ""iaq"": 182.2187805}"	2025-03-05 20:02:50	2025-03-05 20:02:50
6320	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.09607506, ""pressure"": 99817.9375, ""humidity"": 39.80888367, ""iaq"": 200.4807739}"	2025-03-05 20:02:53	2025-03-05 20:02:53
6321	esp32/light	"{""analog_read"": 297, ""test_name"": ""DummyConst5""}"	2025-03-05 20:06:12	2025-03-05 20:06:13
6322	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 15.12993431, ""pressure"": 99841.34375, ""humidity"": 33.31027222, ""iaq"": 182.3698578}"	2025-03-05 20:07:50	2025-03-05 20:07:50
6323	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.08864975, ""pressure"": 99827.32813, ""humidity"": 39.82994461, ""iaq"": 200}"	2025-03-05 20:07:53	2025-03-05 20:07:53
6324	esp32/light	"{""analog_read"": 314, ""test_name"": ""DummyConst5""}"	2025-03-05 20:11:12	2025-03-05 20:11:13
6325	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 14.99009228, ""pressure"": 99850.28906, ""humidity"": 33.51306534, ""iaq"": 178.4806213}"	2025-03-05 20:12:51	2025-03-05 20:12:51
